srcip,sport,dstip,dsport,proto,state,dur,sbytes,dbytes,sttl,dttl,sloss,dloss,service,Sload,Dload,Spkts,Dpkts,swin,dwin,stcpb,dtcpb,smeansz,dmeansz,trans_depth,res_bdy_len,Sjit,Djit,Stime,Ltime,Sintpkt,Dintpkt,tcprtt,synack,ackdat,is_sm_ips_ports,ct_state_ttl,ct_flw_http_mthd,is_ftp_login,ct_ftp_cmd,ct_srv_src,ct_srv_dst,ct_dst_ltm,ct_src_ ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,attack_cat,Label
59.166.0.8,52350,149.171.126.5,50978,tcp,FIN,0.004721,3840,2456,31,29,7,7,-,6146155.5,3931370.5,18,18,255,255,2348383030,202091071,213,136,0,0,12.847119,0.331194,1424258579,1424258579,0.259529,0.246176,0.000672,0.000531,0.000141,0,0,,, ,6,12,5,4,1,1,3,,0
59.166.0.6,3254,149.171.126.7,6881,tcp,FIN,4.358527,22458,995028,31,29,35,354,-,41118.47656,1824016.125,398,780,255,255,3355084618,3360399714,56,1276,0,0,4723.139753,3367.348157,1424258405,1424258409,11.005606,5.594409,0.001521,0.000477,0.001044,0,0,,, ,4,7,2,2,2,1,3,,0
59.166.0.4,35364,149.171.126.2,5190,tcp,FIN,0.004494,1470,1728,31,29,5,4,-,2499332.25,2857142.75,22,14,255,255,1972709910,1973046141,67,123,0,0,13.610346,0.369581,1424256155,1424256155,0.2247,0.286923,0.000763,0.000636,0.000127,0,0,,, ,7,6,2,4,1,1,2,,0
175.45.176.1,1043,149.171.126.14,53,udp,INT,5E-06,114,0,254,0,0,0,dns,91200000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424252872,1424252872,0.005,0.0,0.0,0.0,0.0,0,2,,, ,26,26,26,26,26,14,26,Generic,1
175.45.176.2,23331,149.171.126.10,80,tcp,FIN,0.466394,510,354,254,252,2,1,http,7873.171387,5317.392578,10,8,255,255,3710299984,1293797152,51,44,1,0,3480.667502,115.406836,1424255697,1424255698,51.718667,61.78543,0.081994,0.033893,0.048101,0,1,1.0,, ,9,9,3,3,3,1,9,,0
59.166.0.1,62772,149.171.126.3,14204,tcp,FIN,0.066918,5486,95164,31,29,7,42,-,649033.125,11260707.0,96,98,255,255,3879875313,1734787454,57,971,0,0,40.048916,39.919363,1424259827,1424259827,0.701126,0.683536,0.000756,0.000607,0.000149,0,0,,, ,6,7,5,5,1,1,1,,0
59.166.0.1,10635,149.171.126.2,22,tcp,FIN,0.006137,3728,5474,31,29,7,7,ssh,4708489.5,6838520.5,32,24,255,255,1893833787,4039497985,117,228,0,0,12.820667,0.347859,1424259684,1424259684,0.204567,0.237435,0.000681,0.000556,0.000125,0,0,,, ,1,1,9,2,1,1,2,,0
59.166.0.9,17891,149.171.126.7,80,tcp,FIN,1.125965,1580,10168,31,29,3,5,http,10295.16895,68236.57813,12,18,255,255,4097261440,1948699456,132,565,1,3924,9826.174353,7911.223127,1424256148,1424256149,102.329724,66.202469,0.000647,0.000519,0.000128,0,0,1.0,, ,1,1,2,1,1,1,1,,0
59.166.0.4,35018,149.171.126.6,80,tcp,FIN,1.015893,1684,10168,31,29,3,5,http,12316.25781,75630.01563,14,18,255,255,175025833,175963492,120,565,1,3924,8766.907151,7675.551584,1424253922,1424253923,78.117,59.728118,0.000669,0.000512,0.000157,0,0,1.0,, ,1,1,4,2,1,1,1,,0
59.166.0.5,26165,149.171.126.2,80,tcp,FIN,1.007963,1684,10168,31,29,3,5,http,12413.1543,76225.02344,14,18,255,255,3327877144,1183971402,120,565,1,3924,8769.892389,7683.721476,1424257746,1424257747,77.508769,59.26153,0.000632,0.00051,0.000122,0,0,1.0,, ,1,1,1,1,1,1,2,,0
59.166.0.7,41340,149.171.126.4,39602,tcp,FIN,0.010819,2438,20116,31,29,7,13,-,1755430.25,14503373.0,38,40,255,255,4221183865,2086254874,64,503,0,0,17.744619,16.503051,1424260114,1424260114,0.284243,0.271868,0.00062,0.000485,0.000135,0,0,,, ,3,1,3,3,1,1,1,,0
59.166.0.2,24575,149.171.126.0,22511,tcp,FIN,0.031788,4238,61794,31,29,7,30,-,1051969.375,15341387.0,72,74,255,255,2889308608,2898629672,59,835,0,0,0.0,25.29161,1424252763,1424252763,0.443296,0.427658,0.000726,0.000566,0.00016,0,0,,, ,3,2,1,3,1,1,1,,0
59.166.0.0,10855,149.171.126.5,6881,tcp,FIN,0.374786,5384,174246,31,29,10,65,-,113600.8281,3694908.75,86,152,255,255,932455680,936304850,63,1146,0,0,933.747568,696.152641,1424256096,1424256096,4.458036,2.47898,0.000566,0.000455,0.000111,0,0,,, ,9,9,6,11,6,1,6,,0
149.171.126.14,1043,175.45.176.1,53,udp,INT,6E-06,264,0,60,0,0,0,dns,176000000.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424253118,1424253118,0.006,0.0,0.0,0.0,0.0,0,0,,, ,39,39,23,23,23,23,39,,0
149.171.126.14,47439,175.45.176.1,53,udp,INT,7E-06,264,0,60,0,0,0,dns,150857136.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424251871,1424251871,0.007,0.0,0.0,0.0,0.0,0,0,,, ,25,25,25,25,25,12,25,,0
59.166.0.8,45184,149.171.126.6,25,tcp,FIN,0.026057,37852,3380,31,29,19,8,smtp,11406379.0,1013163.5,54,42,255,255,2802685495,658287070,701,80,0,0,26.454767,1.245753,1424259345,1424259345,0.51444,0.623244,0.00063,0.000501,0.000129,0,0,,, ,1,1,2,1,1,1,1,,0
59.166.0.0,54825,149.171.126.4,80,tcp,FIN,0.00431,1044,824,31,29,2,2,http,1696519.625,1377262.125,8,10,255,255,1611785238,3758217660,131,82,1,83,34.55782,0.707171,1424261971,1424261971,0.564714,0.392556,0.00092,0.000774,0.000146,0,0,1.0,, ,3,3,2,5,2,1,1,,0
59.166.0.2,65405,149.171.126.7,20606,tcp,FIN,0.017952,2646,23838,31,29,7,15,-,1151069.5,10381907.0,42,44,255,255,3287762537,1138455747,63,542,0,0,27.63206,27.53474,1424250785,1424250785,0.4411,0.40386,0.000707,0.000583,0.000124,0,0,,, ,3,9,5,3,1,1,3,,0
59.166.0.7,55806,149.171.126.7,53,udp,CON,0.001018,146,178,31,29,0,0,dns,573673.875,699410.625,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1424254620,1424254620,0.009,0.007,0.0,0.0,0.0,0,0,,, ,1,3,4,1,1,1,1,,0
59.166.0.3,59745,149.171.126.7,20100,tcp,FIN,0.015922,2854,29196,31,29,7,17,-,1402838.75,14364024.0,46,48,255,255,1019137856,3183407217,62,608,0,0,0.0,18.716157,1424261937,1424261937,0.354295,0.343178,0.000599,0.000476,0.000123,0,0,,, ,3,4,3,4,1,1,3,,0
149.171.126.10,1043,175.45.176.0,53,udp,INT,3E-06,264,0,60,0,0,0,dns,352000000.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424259260,1424259260,0.003,0.0,0.0,0.0,0.0,0,0,,, ,20,20,16,16,16,12,20,,0
59.166.0.4,32491,149.171.126.6,30814,tcp,FIN,0.212134,5486,95164,31,29,7,42,-,204738.5156,3552207.5,96,98,255,255,2360996485,211719776,57,971,0,0,122.470254,120.110384,1424260247,1424260247,2.229505,2.203302,0.000757,0.000609,0.000148,0,0,,, ,4,2,1,4,1,1,1,,0
59.166.0.0,27849,149.171.126.6,26161,tcp,FIN,0.368273,4344,3080,31,29,7,7,-,90997.71094,64691.14063,28,30,255,255,1817896701,3971126877,155,103,0,0,718.697156,17.775316,1424250174,1424250174,13.628223,12.682311,0.000625,0.00048,0.000145,0,0,,, ,9,7,5,8,1,1,6,,0
59.166.0.3,27414,149.171.126.3,25,tcp,FIN,0.506719,37266,3380,31,29,18,8,smtp,577045.6875,52099.88281,52,42,255,255,2169038012,2339852420,717,80,0,0,776.838066,25.586602,1424253621,1424253622,9.928922,12.345464,0.000702,0.000552,0.00015,0,0,,, ,1,1,3,1,1,1,2,,0
175.45.176.3,61853,149.171.126.13,860,tcp,CON,0.305932,1012,86,62,252,2,1,-,22070.26563,1124.432983,6,2,255,255,3486544095,831767298,169,43,0,0,3066.411362,0.0,1424252934,1424252935,61.1864,0.007,0.163982,0.052912,0.11107,0,3,,, ,3,3,3,2,2,1,3,,0
59.166.0.1,6075,149.171.126.0,4052,tcp,FIN,0.050776,2558,23320,31,29,7,14,-,393099.0938,3586733.75,40,42,255,255,263590306,286157640,64,555,0,0,76.094018,74.668592,1424254703,1424254703,1.293974,1.224488,0.000709,0.000569,0.00014,0,0,,, ,12,4,4,7,1,1,2,,0
59.166.0.3,9306,149.171.126.1,7432,tcp,FIN,0.015519,2438,19186,31,29,7,13,-,1223790.25,9643405.0,38,40,255,255,1314528807,3470261134,64,480,0,0,25.042002,23.989242,1424252174,1424252174,0.409405,0.384,0.000684,0.00054,0.000144,0,0,,, ,3,6,4,4,1,1,3,,0
59.166.0.5,8928,149.171.126.9,31309,udp,CON,0.002021,544,304,31,29,0,0,-,1615042.0,902523.5,4,4,0,0,0,0,136,76,0,0,0.772161,0.260718,1424259861,1424259861,0.549,0.198333,0.0,0.0,0.0,0,0,,, ,2,3,3,3,1,1,2,,0
59.166.0.4,12098,149.171.126.8,7762,tcp,FIN,0.039899,3182,36578,31,29,7,20,-,625780.125,7198376.0,52,54,255,255,695277804,695567700,61,677,0,0,52.317425,49.5613,1424251790,1424251790,0.79112,0.742415,0.000671,0.000542,0.000129,0,0,,, ,4,6,6,4,1,1,1,,0
59.166.0.8,35954,149.171.126.9,53,udp,CON,0.001044,146,178,31,29,0,0,dns,559386.9375,681992.3125,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1424259264,1424259264,0.009,0.007,0.0,0.0,0.0,0,0,,, ,1,1,1,2,1,1,1,,0
59.166.0.4,20150,149.171.126.4,53,udp,CON,0.001126,146,178,31,29,0,0,dns,518650.0938,632326.8125,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1424257565,1424257565,0.009,0.007,0.0,0.0,0.0,0,0,,, ,1,2,1,1,1,1,1,,0
59.166.0.8,55416,149.171.126.9,5190,tcp,FIN,0.194152,3744,19084,31,29,11,15,-,151056.9063,771230.8125,48,52,255,255,3804649340,3804932229,78,367,0,0,611.782931,581.172356,1424251569,1424251570,4.213196,3.795059,0.000723,0.0006,0.000123,0,0,,, ,5,8,3,2,1,1,1,,0
59.166.0.0,20411,149.171.126.4,6881,tcp,FIN,3.805779,25264,1094788,31,29,38,390,-,52988.89063,2298637.0,450,858,255,255,458279494,462210763,56,1276,0,0,4053.953069,2924.277147,1424258465,1424258468,8.532415,4.440275,0.000583,0.00046,0.000123,0,0,,, ,7,8,5,4,2,1,4,,0
59.166.0.5,49422,149.171.126.3,5190,tcp,FIN,0.424355,3002,21610,31,29,8,12,-,55104.80469,397214.5938,38,40,255,255,3398631373,3398923384,79,540,0,0,1146.404894,1132.660633,1424250252,1424250252,11.459622,11.15321,0.000637,0.000524,0.000113,0,0,,, ,1,3,3,1,1,1,1,,0
59.166.0.5,45044,149.171.126.6,80,tcp,FIN,1.005638,1580,10168,31,29,3,5,http,11527.01074,76401.25,12,18,255,255,3722452440,1573894356,132,565,1,3924,9530.159457,7674.056236,1424254547,1424254548,91.389997,59.123883,0.000673,0.000525,0.000148,0,0,1.0,, ,1,1,2,1,1,1,1,,0
175.45.176.3,16577,149.171.126.16,80,tcp,FIN,1.126128,912,2522,62,252,2,2,http,5832.374512,16126.05371,10,10,255,255,243793207,1364624021,91,252,1,792,7186.62626,246.661125,1424259724,1424259726,125.086222,116.062781,0.147249,0.081554,0.065695,0,1,1.0,, ,1,1,1,1,1,1,1,Exploits,1
149.171.126.14,47439,175.45.176.1,53,udp,INT,7E-06,264,0,60,0,0,0,dns,150857136.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424253538,1424253538,0.007,0.0,0.0,0.0,0.0,0,0,,, ,37,37,37,37,37,18,37,,0
175.45.176.1,1043,149.171.126.14,53,udp,INT,3E-06,114,0,254,0,0,0,dns,152000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424252963,1424252963,0.003,0.0,0.0,0.0,0.0,0,2,,, ,31,31,28,28,28,13,31,Generic,1
59.166.0.5,25224,149.171.126.4,111,udp,CON,0.004351,568,312,31,29,0,0,-,783268.25,430245.9375,4,4,0,0,0,0,142,78,0,0,1.666888,1.363774,1424261910,1424261910,1.184667,0.969333,0.0,0.0,0.0,0,0,,, ,8,3,3,3,1,1,3,,0
59.166.0.4,27708,149.171.126.4,10198,tcp,FIN,1.306342,8928,320,31,29,4,1,ftp-data,50773.83984,1635.100098,14,6,255,255,3598345985,1320772897,638,53,0,0,8482.532612,348.1615,1424256938,1424256939,100.487843,261.148,0.000608,0.000479,0.000129,0,0,,, ,3,3,5,7,1,1,4,,0
59.166.0.7,44227,149.171.126.6,7127,tcp,FIN,0.17008,4256,2664,31,29,7,7,-,191110.0625,119614.2969,22,22,255,255,612768618,2761310936,193,121,0,0,689.174551,20.07667,1424252881,1424252881,8.084143,8.075714,0.000723,0.000486,0.000237,0,0,,, ,3,6,4,3,1,1,3,,0
59.166.0.0,52804,149.171.126.2,53,udp,CON,0.001084,130,162,31,29,0,0,dns,479704.8125,597786.0,2,2,0,0,0,0,65,81,0,0,0.0,0.0,1424257350,1424257350,0.009,0.007,0.0,0.0,0.0,0,0,,, ,2,1,2,2,1,1,1,,0
175.45.176.2,50028,149.171.126.18,3260,tcp,CON,0.578553,998,86,62,252,2,1,-,11504.56348,594.586792,6,2,255,255,244548689,1473083432,166,43,0,0,7416.80944,0.0,1424260201,1424260201,115.7106,0.002,0.521387,0.228318,0.293069,0,3,,, ,4,4,1,1,1,1,4,,0
59.166.0.2,30738,149.171.126.0,56555,tcp,FIN,0.146878,4550,72346,31,29,7,33,-,244665.6406,3891229.25,78,80,255,255,3972985403,4021890150,58,904,0,0,99.359504,98.571781,1424261055,1424261055,1.903377,1.852,0.000709,0.000567,0.000142,0,0,,, ,8,2,3,3,1,1,1,,0
59.166.0.1,49837,149.171.126.5,25,tcp,FIN,0.601856,37552,3380,31,29,18,8,smtp,489552.3125,43864.3125,52,42,255,255,282921180,324117843,722,80,0,0,876.16415,27.61551,1424250179,1424250179,11.794334,14.66678,0.000643,0.000514,0.000129,0,0,,, ,1,1,4,3,1,1,2,,0
149.171.126.10,1043,175.45.176.0,53,udp,INT,9E-06,264,0,60,0,0,0,dns,117333328.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424259230,1424259230,0.009,0.0,0.0,0.0,0.0,0,0,,, ,38,38,18,18,18,18,38,,0
59.166.0.0,37271,149.171.126.6,22,tcp,FIN,0.130892,5928,8010,31,29,14,17,ssh,356507.6875,481129.5,62,58,255,255,1674588389,1674889398,96,138,0,0,227.418879,234.940717,1424251093,1424251094,2.218509,2.283667,0.000725,0.000588,0.000137,0,0,,, ,1,1,3,6,1,1,1,,0
59.166.0.2,59017,149.171.126.5,143,tcp,FIN,0.794023,7824,15296,31,29,30,32,-,78184.13281,152892.2969,122,126,255,255,3550073877,1405570530,64,121,0,0,436.230005,430.715364,1424259869,1424259870,6.613975,6.348512,0.00057,0.000456,0.000114,0,0,,, ,2,13,4,3,1,1,2,,0
59.166.0.2,39313,149.171.126.8,48335,udp,CON,0.001912,536,304,31,29,0,0,-,1682008.375,953974.875,4,4,0,0,0,0,134,76,0,0,0.729027,0.260929,1424255774,1424255774,0.519,0.191,0.0,0.0,0.0,0,0,,, ,8,14,5,5,1,1,3,,0
59.166.0.9,43260,149.171.126.7,4264,udp,CON,0.001749,528,304,31,29,0,0,-,1811320.75,1042881.625,4,4,0,0,0,0,132,76,0,0,0.615418,0.31773,1424259354,1424259354,0.438667,0.229667,0.0,0.0,0.0,0,0,,, ,5,5,3,3,1,1,3,,0
59.166.0.5,65015,149.171.126.5,15398,tcp,FIN,0.003378,320,1908,31,29,1,2,ftp-data,632326.8125,3955002.75,6,8,255,255,4211395789,4219397866,53,239,0,0,35.817777,0.727307,1424254140,1424254140,0.615,0.414714,0.0006,0.000472,0.000128,0,0,,, ,1,1,1,1,1,1,3,,0
59.166.0.6,59131,149.171.126.1,53,udp,CON,0.001074,146,178,31,29,0,0,dns,543761.625,662942.25,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1424251407,1424251407,0.009,0.007,0.0,0.0,0.0,0,0,,, ,3,3,3,6,2,1,4,,0
59.166.0.3,24492,149.171.126.5,80,tcp,FIN,0.003848,1056,824,31,29,2,2,http,1920998.0,1542619.5,8,10,255,255,422893967,423881336,132,82,1,83,32.419774,0.678625,1424251814,1424251814,0.499714,0.374222,0.000598,0.000476,0.000122,0,0,1.0,, ,3,3,2,7,2,1,2,,0
175.45.176.0,47439,149.171.126.10,53,udp,INT,5E-06,114,0,254,0,0,0,dns,91200000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424260511,1424260511,0.005,0.0,0.0,0.0,0.0,0,2,,, ,26,26,16,16,16,16,26,Generic,1
59.166.0.8,53850,149.171.126.6,5190,tcp,FIN,0.004428,1470,1728,31,29,5,4,-,2536585.25,2899728.75,22,14,255,255,2072571968,2072900756,67,123,0,0,13.087126,0.375458,1424253936,1424253936,0.210857,0.281692,0.000771,0.000644,0.000127,0,0,,, ,3,3,2,2,1,1,1,,0
149.171.126.14,47439,175.45.176.1,53,udp,INT,9E-06,264,0,60,0,0,0,dns,117333328.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424253604,1424253604,0.009,0.0,0.0,0.0,0.0,0,0,,, ,35,35,27,27,27,12,35,,0
175.45.176.0,47439,149.171.126.10,53,udp,INT,6E-06,114,0,254,0,0,0,dns,76000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424259124,1424259124,0.006,0.0,0.0,0.0,0.0,0,2,,, ,27,27,16,14,14,14,27,Generic,1
59.166.0.6,34533,149.171.126.8,13671,tcp,FIN,0.330005,4584,2976,31,29,7,7,-,107174.1406,69574.70313,28,28,255,255,3740153231,3739183399,164,106,0,0,727.334655,19.387668,1424250760,1424250761,12.210815,12.201704,0.000694,0.000553,0.000141,0,0,,, ,10,8,2,3,1,1,2,,0
175.45.176.0,1043,149.171.126.10,53,udp,INT,8E-06,114,0,254,0,0,0,dns,57000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424259421,1424259421,0.008,0.0,0.0,0.0,0.0,0,2,,, ,26,26,18,17,17,17,26,Generic,1
59.166.0.0,48016,149.171.126.5,62964,tcp,FIN,0.047792,320,1904,31,29,1,2,ftp-data,44693.67188,278875.125,6,8,255,255,958497393,3247284331,53,238,0,0,661.907172,15.901716,1424255778,1424255778,9.4824,6.758714,0.000587,0.000475,0.000112,0,0,,, ,3,3,6,3,1,1,4,,0
59.166.0.1,29607,149.171.126.7,25,tcp,FIN,0.272862,37552,3276,31,29,18,8,smtp,1079813.25,93673.72656,52,40,255,255,2847731061,2844494444,722,82,0,0,741.122623,25.445479,1424250229,1424250230,5.561551,6.983974,0.00062,0.000483,0.000137,0,0,,, ,2,1,5,3,1,1,1,,0
59.166.0.7,58934,149.171.126.1,59768,tcp,FIN,0.342999,4200,3080,31,29,7,7,-,94460.91406,69457.92969,28,30,255,255,2194134230,2201561600,150,103,0,0,679.350969,16.891287,1424252547,1424252548,12.692185,11.809345,0.000654,0.000525,0.000129,0,0,,, ,5,4,1,2,1,1,4,,0
59.166.0.1,32817,149.171.126.1,22,tcp,FIN,0.7194,9608,12298,31,29,26,31,ssh,105877.125,135568.5313,110,114,255,255,1787196197,3937041638,87,108,0,0,377.110846,350.766389,1424258778,1424258779,6.657435,6.36192,0.000919,0.000497,0.000422,0,0,,, ,1,1,3,1,1,1,1,,0
59.166.0.6,16452,149.171.126.2,111,udp,CON,0.004751,568,320,31,29,0,0,-,717322.625,404125.4375,4,4,0,0,0,0,142,80,0,0,1.722514,1.527351,1424260622,1424260622,1.223,1.086,0.0,0.0,0.0,0,0,,, ,9,3,3,4,1,1,3,,0
149.171.126.14,1043,175.45.176.1,53,udp,INT,5E-06,264,0,60,0,0,0,dns,211200000.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424253186,1424253186,0.005,0.0,0.0,0.0,0.0,0,0,,, ,38,38,38,38,38,21,38,,0
149.171.126.14,47439,175.45.176.1,53,udp,INT,2E-06,264,0,60,0,0,0,dns,528000000.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424255017,1424255017,0.002,0.0,0.0,0.0,0.0,0,0,,, ,25,25,14,14,14,14,25,,0
59.166.0.0,65373,149.171.126.4,111,udp,CON,0.006203,568,304,31,29,0,0,-,549411.5625,294051.2813,4,4,0,0,0,0,142,76,0,0,2.44989,1.837299,1424254199,1424254199,1.737333,1.301667,0.0,0.0,0.0,0,0,,, ,11,4,3,8,1,1,3,,0
149.171.126.14,1043,175.45.176.1,53,udp,INT,5E-06,264,0,60,0,0,0,dns,211200000.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424252911,1424252911,0.005,0.0,0.0,0.0,0.0,0,0,,, ,32,32,9,9,9,3,32,,0
59.166.0.8,56598,149.171.126.7,11821,tcp,FIN,0.008308,8928,320,31,29,4,1,ftp-data,7983630.5,257101.5938,14,6,255,255,1431399415,1447507389,638,53,0,0,32.679082,2.812413,1424251487,1424251487,0.639077,1.541,0.000594,0.000479,0.000115,0,0,,, ,3,3,4,6,1,1,4,,0
175.45.176.0,47439,149.171.126.10,53,udp,INT,7E-06,114,0,254,0,0,0,dns,65142856.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424259821,1424259821,0.007,0.0,0.0,0.0,0.0,0,2,,, ,21,21,4,4,4,4,21,Generic,1
149.171.126.10,47439,175.45.176.0,53,udp,INT,4E-06,264,0,60,0,0,0,dns,264000000.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424260666,1424260666,0.004,0.0,0.0,0.0,0.0,0,0,,, ,49,49,19,19,19,10,49,,0
59.166.0.1,29320,149.171.126.2,111,udp,CON,0.004934,568,304,31,29,0,0,-,690717.5,369679.7813,4,4,0,0,0,0,142,76,0,0,1.847434,1.617626,1424256063,1424256063,1.313333,1.148333,0.0,0.0,0.0,0,0,,, ,5,7,5,4,1,1,3,,0
149.171.126.14,1043,175.45.176.1,53,udp,INT,7E-06,264,0,60,0,0,0,dns,150857136.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424254508,1424254508,0.007,0.0,0.0,0.0,0.0,0,0,,, ,15,15,15,15,15,15,15,,0
59.166.0.9,36392,149.171.126.2,25,tcp,FIN,0.047658,37242,3380,31,29,18,8,smtp,6131352.5,553946.875,52,42,255,255,1937456247,1938922261,716,80,0,0,61.727307,3.138972,1424257740,1424257741,0.927902,1.150049,0.000616,0.0005,0.000116,0,0,,, ,2,2,4,7,1,1,2,,0
149.171.126.14,47439,175.45.176.1,53,udp,INT,6E-06,264,0,60,0,0,0,dns,176000000.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424251943,1424251943,0.006,0.0,0.0,0.0,0.0,0,0,,, ,42,42,19,19,19,19,42,,0
59.166.0.3,45650,149.171.126.6,6579,tcp,FIN,1.194628,4568,3080,31,29,7,7,-,29498.72266,19942.60938,28,30,255,255,2507643126,2812937970,163,103,0,0,2527.101036,65.030746,1424252946,1424252947,44.227221,41.177309,0.000605,0.000483,0.000122,0,0,,, ,8,4,2,6,1,1,3,,0
59.166.0.1,64308,149.171.126.9,14824,udp,CON,0.001669,520,304,31,29,0,0,-,1869382.875,1092870.0,4,4,0,0,0,0,130,76,0,0,0.572049,0.303116,1424251136,1424251136,0.409,0.218333,0.0,0.0,0.0,0,0,,, ,6,12,7,4,1,1,3,,0
59.166.0.9,24823,149.171.126.0,5190,tcp,FIN,0.004967,2158,1918,31,29,6,5,-,3332394.0,2936178.75,24,20,255,255,3116684403,3116943564,90,96,0,0,12.982062,13.485196,1424254203,1424254203,0.215957,0.224474,0.000693,0.000569,0.000124,0,0,,, ,6,4,1,3,1,1,1,,0
149.171.126.14,47439,175.45.176.1,53,udp,INT,6E-06,264,0,60,0,0,0,dns,176000000.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424252962,1424252962,0.006,0.0,0.0,0.0,0.0,0,0,,, ,51,51,35,35,35,16,51,,0
,36436,149.171.126.9,6881,tcp,FIN,0.018161,1540,1644,31,29,4,4,-,636088.3125,684103.25,16,18,255,255,164642087,2315448614,96,91,0,0,73.378454,1.987458,1424254931,1424254930,1.190333,1.041706,0.000564,0.000449,0.000115,0,0,,, ,10,9,6,14,10,1,4,,0
59.166.0.8,50098,149.171.126.0,143,tcp,FIN,1.098833,7818,15364,31,29,30,32,-,56452.62109,110975.9219,122,126,255,255,3801123259,1666325164,64,122,0,0,608.352672,604.153418,1424261194,1424261195,9.078438,8.857314,0.000655,0.00052,0.000135,0,0,,, ,5,6,3,10,1,1,2,,0
59.166.0.4,7989,149.171.126.3,53,udp,CON,0.00116,130,162,31,29,0,0,dns,448275.875,558620.6875,2,2,0,0,0,0,65,81,0,0,0.0,0.0,1424261926,1424261926,0.009,0.007,0.0,0.0,0.0,0,0,,, ,2,1,1,2,1,1,2,,0
59.166.0.1,3022,149.171.126.0,6881,tcp,FIN,0.32891,1540,1644,31,29,4,4,-,35122.07031,37773.25,16,18,255,255,2343241348,219741223,96,91,0,0,1293.253436,35.252082,1424254717,1424254717,21.906867,19.318529,0.000616,0.000494,0.000122,0,0,,, ,9,12,9,10,6,1,6,,0
149.171.126.10,1043,175.45.176.0,53,udp,INT,8E-06,264,0,60,0,0,0,dns,132000000.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424259035,1424259035,0.008,0.0,0.0,0.0,0.0,0,0,,, ,46,46,9,9,9,7,46,,0
175.45.176.1,1043,149.171.126.14,53,udp,INT,3E-06,114,0,254,0,0,0,dns,152000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424252940,1424252940,0.003,0.0,0.0,0.0,0.0,0,2,,, ,23,23,22,22,22,10,23,Generic,1
59.166.0.3,52415,149.171.126.5,53,udp,CON,0.001088,146,178,31,29,0,0,dns,536764.6875,654411.75,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1424258290,1424258290,0.009,0.007,0.0,0.0,0.0,0,0,,, ,1,1,4,3,1,1,2,,0
59.166.0.8,62894,149.171.126.4,53,udp,CON,0.001028,146,178,31,29,0,0,dns,568093.375,692607.0,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1424254102,1424254102,0.001,0.006,0.0,0.0,0.0,0,0,,, ,1,4,2,1,1,1,1,,0
59.166.0.6,5663,149.171.126.3,53,udp,CON,0.001035,132,164,31,29,0,0,dns,510144.9375,633816.4375,2,2,0,0,0,0,66,82,0,0,0.0,0.0,1424255712,1424255712,0.001,0.006,0.0,0.0,0.0,0,0,,, ,5,3,3,6,3,1,2,,0
59.166.0.0,38499,149.171.126.1,6881,tcp,FIN,0.353038,12726,548216,31,29,21,197,-,287085.2188,12394473.0,220,438,255,255,2259363135,2258483947,58,1252,0,0,90.993404,46.263428,1424258793,1424258794,1.625415,0.806712,0.000654,0.0005,0.000154,0,0,,, ,16,15,5,8,7,1,8,,0
,9242,149.171.126.0,6881,tcp,FIN,0.017589,1540,1644,31,29,4,4,-,656774.125,706350.625,16,18,255,255,321199845,325754625,96,91,0,0,69.398256,2.039196,1424261840,1424261840,1.1522,1.008118,0.000557,0.000447,0.00011,0,0,,, ,13,6,9,14,6,1,9,,0
